48: 32,149,213,376,388,414,489,535,565,654,770,812,879,948,1000,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
49: 21,156,188,222,269,340,342,359,391,397,438,487,492,512,618,633,705,832,855,972,996,1005,1007,21,21,21,21,21,21,21,21,21
50: 31,86,120,187,200,287,290,491,503,606,648,670,684,801,809,821,843,1008,1023,31,31,31,31,31,31,31,31,31,31,31,31,31
51: 117,158,209,252,264,431,470,518,561,719,725,736,839,898,912,919,949,1010,117,117,117,117,117,117,117,117,117,117,117,117,117,117
52: 46,109,120,145,148,183,187,294,308,526,628,679,729,842,980,997,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
53: 133,153,164,178,185,204,259,267,355,379,384,521,566,607,788,802,816,965,133,133,133,133,133,133,133,133,133,133,133,133,133,133
54: 5,25,31,86,137,200,203,228,289,303,413,491,494,606,648,670,707,821,843,999,5,5,5,5,5,5,5,5,5,5,5,5
55: 75,82,91,105,170,189,230,251,277,394,408,423,446,673,678,688,759,930,993,75,75,75,75,75,75,75,75,75,75,75,75,75
56: 6,50,166,177,218,241,288,306,375,415,482,498,524,638,738,743,753,794,6,6,6,6,6,6,6,6,6,6,6,6,6,6
57: 24,51,81,99,198,234,276,358,440,586,661,689,750,868,963,969,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
58: 36,37,123,138,146,233,322,360,366,382,409,436,484,505,608,614,690,779,860,883,1021,36,36,36,36,36,36,36,36,36,36,36
59: 3,68,110,178,190,261,355,421,453,456,480,531,556,694,896,965,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
60: 38,56,71,232,237,279,336,344,389,416,570,644,645,675,691,894,929,934,38,38,38,38,38,38,38,38,38,38,38,38,38,38
61: 15,23,30,61,115,135,247,302,325,346,443,449,465,469,472,573,594,751,838,916,945,974,984,15,15,15,15,15,15,15,15,15
62: 55,302,346,374,381,412,449,465,500,510,516,605,620,823,826,865,889,892,903,916,924,1003,55,55,55,55,55,55,55,55,55,55
63: 32,149,213,376,388,414,489,535,565,654,770,812,879,948,1000,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
64: 36,78,146,193,219,233,305,360,382,418,484,501,608,614,689,690,787,833,840,883,946,969,987,1020,36,36,36,36,36,36,36,36
65: 55,302,346,374,381,412,449,465,500,510,516,605,620,823,826,865,889,892,903,916,924,1003,55,55,55,55,55,55,55,55,55,55
66: 24,81,198,224,234,236,258,262,276,358,440,555,586,661,810,963,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
67: 180,195,221,330,343,385,441,533,562,578,589,611,616,626,652,685,978,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
68: 91,100,170,189,243,277,408,423,446,619,786,818,914,917,955,960,993,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
69: 4,83,101,147,151,205,242,307,321,348,383,437,574,583,704,745,831,887,902,933,982,1011,4,4,4,4,4,4,4,4,4,4
70: 6,40,92,177,199,218,241,306,318,433,462,524,548,701,723,731,738,748,794,6,6,6,6,6,6,6,6,6,6,6,6,6
71: 21,22,156,175,211,266,301,313,340,361,487,492,592,625,633,721,855,972,996,1005,21,21,21,21,21,21,21,21,21,21,21,21
72: 5,25,58,97,137,159,203,212,228,289,303,365,406,413,457,494,577,593,650,660,707,764,777,1019,5,5,5,5,5,5,5,5
73: 37,72,85,123,366,493,537,580,758,808,827,860,873,874,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
74: 8,15,23,30,55,61,115,135,247,302,325,346,443,449,465,469,472,504,541,573,594,605,823,826,838,916,945,974,1003,1004,8,8
75: 13,133,153,164,178,185,267,295,355,379,405,521,607,788,796,802,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
76: 21,74,161,211,266,301,313,361,467,474,492,528,558,572,792,871,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
77: 109,120,124,148,183,187,287,294,308,335,503,670,679,684,698,801,809,842,854,1008,109,109,109,109,109,109,109,109,109,109,109,109
78: 2,74,161,210,211,301,313,361,378,558,572,730,792,871,946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
79: 7,121,286,314,364,399,450,542,554,575,699,760,768,772,798,804,846,986,1006,7,7,7,7,7,7,7,7,7,7,7,7,7
80: 112,214,217,278,343,390,454,611,626,710,727,749,830,919,989,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
81: 122,181,298,312,317,324,368,428,435,579,643,657,712,714,793,888,966,976,122,122,122,122,122,122,122,122,122,122,122,122,122,122
82: 36,51,78,146,219,233,305,360,484,501,608,689,690,706,750,833,840,868,883,969,1020,36,36,36,36,36,36,36,36,36,36,36
83: 0,52,257,272,357,387,410,569,735,891,913,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84: 41,48,57,150,285,488,520,615,621,752,943,998,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
85: 5,25,31,86,137,200,203,228,289,303,413,491,494,606,648,670,707,821,843,999,5,5,5,5,5,5,5,5,5,5,5,5
86: 11,83,116,168,321,396,437,476,490,557,629,680,771,859,881,897,932,990,11,11,11,11,11,11,11,11,11,11,11,11,11,11
87: 14,60,129,190,226,392,444,453,464,546,658,716,756,776,850,852,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
88: 28,29,60,64,76,116,225,292,396,464,473,680,716,756,776,850,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
89: 12,127,141,223,260,329,367,445,581,649,740,757,797,928,958,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
90: 40,50,92,166,177,197,218,241,288,306,354,415,482,638,723,738,743,753,794,40,40,40,40,40,40,40,40,40,40,40,40,40
91: 75,91,105,174,189,251,298,312,394,408,423,428,579,643,678,759,914,930,75,75,75,75,75,75,75,75,75,75,75,75,75,75
92: 104,112,227,300,304,311,331,454,567,710,744,749,817,858,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
93: 39,54,63,180,221,278,330,343,385,568,611,616,652,830,978,985,989,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
94: 5,31,43,86,137,203,228,303,406,413,457,491,494,593,642,648,707,843,999,5,5,5,5,5,5,5,5,5,5,5,5,5
95: 66,126,160,206,231,250,351,377,438,580,655,700,718,808,890,939,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
96: 45,143,167,280,317,323,497,542,554,657,686,712,793,799,862,899,923,952,976,45,45,45,45,45,45,45,45,45,45,45,45,45
97: 41,48,57,150,285,488,520,615,621,752,943,998,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
98: 38,56,71,232,237,279,336,344,416,439,499,601,645,739,866,894,938,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
99: 4,102,147,154,268,274,448,545,574,682,737,857,877,902,982,1011,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
100: 144,157,227,300,304,311,331,349,395,451,454,505,567,584,597,744,779,803,817,144,144,144,144,144,144,144,144,144,144,144,144,144
101: 24,81,99,224,234,236,258,262,276,358,373,440,552,555,586,661,765,810,944,963,24,24,24,24,24,24,24,24,24,24,24,24
102: 3,13,14,60,129,190,355,392,444,453,464,607,732,756,776,788,796,802,850,852,3,3,3,3,3,3,3,3,3,3,3,3
103: 13,14,60,164,185,307,405,444,453,607,667,732,745,756,788,796,802,852,13,13,13,13,13,13,13,13,13,13,13,13,13,13
104: 23,53,55,61,115,196,302,325,346,381,443,449,458,465,469,472,510,573,594,605,620,823,826,903,916,974,1003,23,23,23,23,23
105: 93,142,353,363,452,576,623,662,674,733,828,882,904,917,995,1012,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
106: 38,56,71,232,237,279,336,344,414,416,439,601,644,645,866,934,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
107: 21,22,74,161,175,211,266,301,313,361,378,492,572,592,617,730,827,946,21,21,21,21,21,21,21,21,21,21,21,21,21,21
108: 79,149,229,380,398,529,530,585,644,675,695,702,726,770,845,934,1009,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
109: 77,81,106,192,208,236,248,258,319,353,356,363,468,623,637,882,975,1012,77,77,77,77,77,77,77,77,77,77,77,77,77,77
110: 106,208,258,353,363,502,571,576,600,637,762,810,882,975,1012,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
111: 82,170,189,230,243,394,408,423,446,645,688,697,759,894,929,993,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
112: 9,20,27,94,152,294,335,478,602,639,663,780,781,789,937,959,971,980,981,994,9,9,9,9,9,9,9,9,9,9,9,9
113: 0,17,44,80,197,347,354,357,415,463,482,588,636,708,711,715,722,735,805,880,0,0,0,0,0,0,0,0,0,0,0,0
114: 21,22,156,175,211,266,301,313,340,361,487,492,592,625,633,721,855,972,996,1005,21,21,21,21,21,21,21,21,21,21,21,21
115: 6,177,199,218,241,288,375,498,524,548,738,743,794,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
116: 9,114,132,216,249,407,523,550,741,780,820,937,947,988,994,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
117: 21,22,175,301,313,361,487,492,592,617,625,633,706,721,730,827,849,855,876,972,996,21,21,21,21,21,21,21,21,21,21,21
118: 39,180,214,217,221,278,330,343,385,390,589,611,616,626,652,685,710,727,830,978,989,39,39,39,39,39,39,39,39,39,39,39
119: 13,151,205,242,307,310,321,348,383,549,667,704,732,745,796,822,831,834,852,887,902,982,1022,13,13,13,13,13,13,13,13,13
120: 28,64,76,244,284,316,338,368,473,560,696,856,886,954,966,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
121: 38,56,71,232,237,279,336,344,389,414,416,565,570,585,644,675,770,934,38,38,38,38,38,38,38,38,38,38,38,38,38,38
122: 59,112,144,162,304,322,331,505,744,779,803,1021,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
123: 104,112,162,217,227,300,304,311,331,390,454,710,727,744,749,858,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
124: 12,27,223,326,329,371,422,581,639,649,669,740,957,981,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
125: 5,25,31,58,97,137,201,203,228,303,406,413,457,494,593,650,660,707,764,777,999,1019,5,5,5,5,5,5,5,5,5,5
126: 79,118,207,229,282,328,380,398,529,530,595,612,664,695,702,726,754,761,844,845,925,942,956,977,1009,1018,79,79,79,79,79,79
127: 3,13,14,60,68,129,190,355,392,444,453,464,480,756,788,802,850,896,3,3,3,3,3,3,3,3,3,3,3,3,3,3
128: 12,27,124,223,335,371,422,602,639,649,663,676,854,959,981,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
129: 32,149,213,376,388,426,489,535,565,604,654,702,812,853,879,1000,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
130: 10,65,130,184,260,268,337,430,481,545,553,659,683,737,747,782,807,837,841,857,877,928,950,979,10,10,10,10,10,10,10,10
131: 50,95,166,197,255,272,387,415,533,622,735,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
132: 39,54,63,180,221,278,330,343,385,568,611,616,652,830,978,985,989,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
133: 113,337,438,496,618,659,705,718,747,769,832,837,841,863,890,939,950,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113
134: 16,194,411,511,532,752,878,968,998,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
135: 84,121,286,299,399,575,599,630,768,772,819,986,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
136: 40,59,92,177,199,241,318,350,433,462,539,548,562,624,701,731,748,763,767,40,40,40,40,40,40,40,40,40,40,40,40,40
137: 8,15,23,30,53,61,115,131,196,247,302,325,346,443,465,469,472,510,551,573,594,836,893,916,974,984,1003,8,8,8,8,8
138: 39,221,278,330,343,385,390,568,611,830,906,978,985,989,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
139: 0,52,257,272,357,387,410,569,735,891,913,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140: 23,30,49,61,115,135,171,253,309,334,424,459,540,541,573,609,720,724,813,838,911,920,926,1004,1014,23,23,23,23,23,23,23
141: 5,25,58,97,159,203,212,303,359,365,397,402,467,577,1002,1005,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
142: 69,257,315,327,345,410,411,420,475,532,651,734,746,885,913,968,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
143: 26,104,207,252,275,282,300,311,567,664,719,728,736,749,835,858,919,942,1010,1018,26,26,26,26,26,26,26,26,26,26,26,26
144: 37,72,85,123,360,537,580,617,690,706,827,860,873,874,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
145: 86,187,200,215,287,290,483,503,606,653,670,679,684,791,801,821,909,1008,1023,86,86,86,86,86,86,86,86,86,86,86,86,86
146: 59,112,144,162,217,227,304,311,331,454,505,710,727,744,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
147: 19,53,67,196,302,325,346,381,447,458,465,500,510,594,620,640,823,826,865,893,903,916,1003,1016,19,19,19,19,19,19,19,19
148: 28,29,64,76,116,225,292,316,396,544,686,776,850,966,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
149: 87,101,226,417,437,476,546,557,583,658,680,771,834,881,1022,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
150: 39,180,214,217,221,278,330,343,385,390,589,611,616,626,652,685,710,727,830,978,989,39,39,39,39,39,39,39,39,39,39,39
151: 86,109,120,145,148,183,187,215,287,290,294,308,483,503,628,653,670,679,684,698,791,801,809,821,842,1008,1023,86,86,86,86,86
152: 24,81,99,107,204,224,234,236,258,262,276,358,373,440,552,555,586,661,765,872,915,944,963,24,24,24,24,24,24,24,24,24
153: 149,155,213,376,388,535,565,595,695,702,726,770,812,853,1000,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
154: 112,214,217,278,343,390,454,611,626,710,727,749,830,919,989,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
155: 69,257,315,327,345,410,411,420,475,532,651,734,746,885,913,968,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
156: 19,67,79,118,207,229,265,282,328,380,398,515,529,530,612,664,695,728,761,811,844,845,956,977,1009,19,19,19,19,19,19,19
157: 8,23,53,55,61,115,196,247,302,325,346,381,443,447,449,458,465,469,471,472,510,551,573,594,605,620,823,826,893,903,916,945
158: 66,96,113,160,165,291,377,429,504,692,718,769,863,926,939,970,1015,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
159: 143,167,286,317,323,542,554,575,630,657,712,846,862,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
160: 86,109,120,183,187,200,287,290,483,491,503,670,679,684,698,791,801,809,821,842,1008,1023,86,86,86,86,86,86,86,86,86,86
161: 8,33,42,53,302,341,351,377,419,447,466,471,508,598,655,700,973,1015,8,8,8,8,8,8,8,8,8,8,8,8,8,8
162: 70,173,246,254,293,386,461,486,538,563,635,783,790,848,901,958,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
163: 139,182,525,623,662,733,948,955,967,995,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
164: 24,51,81,99,163,198,236,276,409,434,440,468,534,586,661,689,750,868,883,963,969,24,24,24,24,24,24,24,24,24,24,24
165: 21,73,156,188,191,212,222,269,340,342,359,365,391,397,487,507,618,703,705,832,855,1005,1007,21,21,21,21,21,21,21,21,21
166: 14,60,129,190,226,392,444,453,464,546,658,716,756,776,850,852,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
167: 122,181,298,312,317,324,368,428,435,579,643,657,712,714,793,888,966,976,122,122,122,122,122,122,122,122,122,122,122,122,122,122
168: 3,68,133,178,185,190,267,355,421,444,453,464,480,521,531,607,788,802,816,896,965,3,3,3,3,3,3,3,3,3,3,3
169: 155,157,349,362,376,395,426,451,584,595,597,604,754,803,853,1000,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
170: 22,175,313,361,487,492,501,537,592,617,625,706,721,730,827,849,876,895,972,996,22,22,22,22,22,22,22,22,22,22,22,22
171: 62,94,125,132,140,270,281,315,475,591,651,709,789,869,884,885,951,964,968,62,62,62,62,62,62,62,62,62,62,62,62,62
172: 37,89,138,155,157,322,331,366,426,436,451,505,584,597,744,779,803,860,37,37,37,37,37,37,37,37,37,37,37,37,37,37
173: 0,52,95,257,272,297,369,387,410,569,734,735,891,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174: 11,28,29,116,168,225,292,396,476,490,544,680,686,897,923,932,952,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
175: 82,170,189,230,243,251,389,394,408,423,446,645,673,688,691,759,864,894,929,930,993,82,82,82,82,82,82,82,82,82,82,82
176: 3,68,129,190,261,355,392,444,453,464,480,531,756,802,896,965,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
177: 38,47,56,71,88,232,237,279,336,344,414,416,439,489,565,601,645,739,818,866,938,38,38,38,38,38,38,38,38,38,38,38
178: 44,176,211,266,347,402,463,474,528,558,572,582,792,814,871,941,1002,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
179: 62,103,140,235,281,455,591,603,627,709,713,766,775,869,884,951,964,1001,62,62,62,62,62,62,62,62,62,62,62,62,62,62
180: 39,54,63,180,221,278,330,343,385,568,611,616,652,830,978,985,989,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
181: 34,84,121,179,181,286,299,317,364,399,554,575,599,613,630,768,772,819,986,34,34,34,34,34,34,34,34,34,34,34,34,34
182: 37,72,85,123,360,366,382,484,537,617,690,706,827,833,860,873,874,946,1020,37,37,37,37,37,37,37,37,37,37,37,37,37
183: 38,47,56,71,170,232,243,279,336,344,389,416,439,446,499,601,645,697,739,786,818,866,894,929,938,38,38,38,38,38,38,38
184: 87,101,205,242,321,417,437,557,583,658,680,771,831,834,881,1022,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
185: 59,177,195,318,332,350,441,462,548,562,578,589,626,685,727,731,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
186: 47,88,139,279,336,414,416,489,525,601,739,786,818,938,948,955,967,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
187: 13,14,60,164,185,307,405,444,453,607,667,732,745,756,788,796,802,852,13,13,13,13,13,13,13,13,13,13,13,13,13,13
188: 5,58,73,97,169,188,191,212,222,342,359,365,391,406,507,631,650,660,668,777,824,832,927,991,1007,1019,5,5,5,5,5,5
189: 65,130,186,201,320,337,393,406,457,481,593,631,642,650,660,677,764,773,782,905,927,991,65,65,65,65,65,65,65,65,65,65
190: 106,208,258,353,356,363,452,502,571,576,623,637,662,733,882,975,1012,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
191: 13,18,153,164,185,269,295,310,379,405,521,607,633,667,788,796,822,875,910,13,13,13,13,13,13,13,13,13,13,13,13,13
192: 10,102,184,268,372,430,460,509,536,545,672,682,683,807,877,900,936,979,10,10,10,10,10,10,10,10,10,10,10,10,10,10
193: 22,175,313,361,487,492,501,537,592,617,625,706,721,730,827,849,876,895,972,996,22,22,22,22,22,22,22,22,22,22,22,22
194: 102,154,274,280,283,372,448,460,495,545,574,682,774,859,867,990,1017,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
195: 1,70,173,246,254,293,326,386,461,523,538,563,590,740,755,901,921,947,957,958,1,1,1,1,1,1,1,1,1,1,1,1
196: 82,170,189,230,243,251,389,394,408,423,446,645,673,688,691,759,864,894,929,930,993,82,82,82,82,82,82,82,82,82,82,82
197: 21,22,175,301,313,361,487,492,592,617,625,633,706,721,730,827,849,855,876,972,996,21,21,21,21,21,21,21,21,21,21,21
198: 3,68,110,134,178,261,421,456,480,514,522,531,556,560,587,674,694,856,896,904,961,965,3,3,3,3,3,3,3,3,3,3
199: 8,19,33,35,42,53,196,302,341,419,447,458,466,471,620,640,893,925,956,973,1003,1016,8,8,8,8,8,8,8,8,8,8
200: 50,80,95,166,197,241,288,306,347,354,415,482,638,708,723,753,805,814,50,50,50,50,50,50,50,50,50,50,50,50,50,50
201: 5,97,201,203,228,320,406,413,457,494,527,593,642,650,660,764,773,777,905,999,5,5,5,5,5,5,5,5,5,5,5,5
202: 5,31,43,86,137,203,228,303,406,413,457,491,494,593,642,648,707,843,999,5,5,5,5,5,5,5,5,5,5,5,5,5
203: 31,43,86,124,228,422,491,527,642,647,676,801,809,854,999,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
204: 1,70,173,246,254,293,326,386,461,523,538,563,590,740,755,901,921,947,957,958,1,1,1,1,1,1,1,1,1,1,1,1
205: 75,105,230,251,333,423,479,596,673,678,681,688,759,806,864,918,930,993,75,75,75,75,75,75,75,75,75,75,75,75,75,75
206: 83,87,101,205,242,321,417,437,490,557,574,583,629,680,771,831,834,859,881,897,982,1022,83,83,83,83,83,83,83,83,83,83
